taxon_id,photo_id,extension,observation_uuid,split
473200,2694630,JPG,8f2e2683-6326-4128-b44a-3fd54e1507f9,train
483847,97090250,jpg,9876258e-2ff8-4ba3-ae99-126d2196d910,train
51149,192650,JPG,cf4116bf-d6c9-4a36-8bbb-d90589efb904,val
130410,7476328,jpg,9d2626e8-8a05-4552-be78-d71e1c92b527,test
1195707,194292217,jpeg,15fc26c7-26d1-428a-b61a-3927b517797c,test
56203,759075,jpg,62450bcd-0047-4662-a36a-1a73499e059a,train
212506,13352027,jpeg,f8abf70a-4f8c-4b82-847a-318a7b125bfc,train
155387,1308414,JPG,5500e700-7b2e-4e44-831f-d145630c2c08,train
548683,8222318,jpeg,59b50030-174d-44d8-b47a-ce8ace8dccfa,train
210933,862317,jpg,751cd3d6-ca7c-4c15-a5b8-290a1dfd6728,train
212803,663643,jpg,be695ba2-3330-4fb2-b70b-05267373790c,train
52406,85170,jpg,72c95bee-e9a1-400c-b49f-f4e308b3b6fc,train
538962,199737035,jpg,82f3bdea-8d48-490c-973c-0d7a7915449c,val
409563,2817958,jpg,d5401cd2-8211-4d01-8bcd-c04a35b1dbce,train
356218,4190158,jpg,37f4bfe4-7630-4c30-8023-f24b45dff7d6,train
385361,60036720,jpg,bfa08aa4-696d-42de-97d0-49516825b398,train
70203,30335,jpg,77930f9f-69f5-459c-bbb4-4a5ed619800f,train
127022,282291,jpg,18b1d6d7-c7dd-4d52-88f5-9898b8eb40fa,train
127719,3430877,JPG,d6ce5ad6-aaa9-47f0-aaf7-912887358a37,val
430051,800203,jpg,17afdbd7-8f6e-4d12-ab37-d0663e723b05,train
385562,319106758,jpg,ff9c06eb-7ffc-449d-a6db-e4f199997547,test
496270,7364098,jpg,e6943410-5e5a-4736-9b7d-eb2a20386201,train
1127866,162734662,jpg,937eccd4-9744-4095-a8b8-746dfc6edbd6,test
67731,54588,jpg,885dbcf8-7ba2-4b10-97df-279095b70f63,train
60579,83283,jpg,49e00b2c-c63f-4520-b934-335351ce78c0,val
526528,28587731,jpg,dd497142-85be-4966-9d1b-2765de08506f,train
127193,108508,jpg,9081ece7-bfad-4c04-864c-a36c8ecf9597,train
456778,4186461,jpg,f6b37926-7edd-4548-98d4-d42d5397818d,train
461636,1778122,jpg,4f2a8869-52f2-4373-ad95-7deb0f5fc5c2,train
125655,95875,JPG,ae01e35f-42e2-429a-ac9a-bc774dd82009,train
130584,2116142,JPG,3498e87c-ebc5-406a-803f-86bc38fec5a2,train
62453,17416,JPG,896216af-09b1-47b8-bcc5-435126fb9139,train
359507,930422,jpg,0a2c3886-2602-4a77-8c18-9a7ff43ff51f,test
322343,739278,jpg,a406e90e-0616-42f1-b202-6ea262e5607f,train
321979,385840,jpg,8e6d6186-4acc-4303-b59b-0b4978964002,train
120113,255724,JPG,85b01554-5ced-44c3-8230-f3fd0f0ddfb3,val
319828,346353,jpg,69f8f68f-dc52-428d-88fe-ef45fe3d2e09,test
262721,28058225,jpeg,d12cd273-6538-4983-be7d-5f439458a080,train
213884,62955766,jpg,092509d6-49c3-41cf-a7d4-1c9ec4b78d73,train
546897,46942802,jpg,66858b33-2c6e-40b5-be36-c69b5348eb3e,test
205779,2030035,jpg,61870efe-aafe-4282-88ca-5334948be133,train
47219,37341,jpg,e92d2958-d903-4556-b594-9c563de77ff6,train
467738,8520386,jpg,8bc178a2-12f5-4f58-b120-d07d9e754479,train
324132,417107,jpg,4e9071bd-e66f-45a8-aec4-6d75ef053dc6,train
60472,1076969,jpg,bb2293da-d0b5-4d27-8394-b182d69b8f92,test
1416568,2091050,JPG,58a95317-ec5c-461d-b4f3-9ec037e30a14,val
360902,1126158,jpg,635fd219-5435-42fa-a3f6-9978adb01364,train
466305,4555825,jpg,db4e4a7d-f68a-4755-a4a9-dfa2cd162580,train
204846,249588,jpg,d5f6d92e-85af-4a5e-b618-a4991a13d72c,train
447507,1320420,jpg,a5202350-a34d-48cb-b2db-4ad8896de1d5,val
50867,133835,jpg,d82c7a11-13c1-4159-b32b-5f67a40e7044,train
467516,4236155,jpg,bdcfa12f-6a56-435d-95b2-43cf25a9d381,train
214138,424291,jpg,0f1d8f9d-eee5-47e1-b342-3d14e9258ebf,train
56083,10496,jpg,e5d5adcb-0f97-494c-ac33-fb30067f81e4,train
319939,325272,jpg,2d7d5780-7ca9-41b6-b92e-b8fc4e3ad616,train
469851,6255369,jpg,ec25daa2-0baa-4e36-9325-e3f6443e6b69,train
461275,263665205,jpeg,a7d0e353-bf5e-469c-b447-e55b37070d7a,test
987911,154704642,jpeg,8c12de31-00dd-48b5-8f5e-05d8da12b161,test
450685,9219634,jpg,460be217-ca99-45bb-b258-4c6ab25ecb32,val
924103,51210726,jpg,ca90ceb9-899d-4936-a54e-22b95f779f8d,val
707335,17072011,jpg,7f37dd3f-8679-46bf-a348-f5f5879a6a89,train
1153369,105571908,jpg,8d499dcd-c203-436e-8aa4-c77f01c428db,test
541898,18180053,jpeg,5351340b-e7a8-4d78-9127-baa392376d88,train
1266480,68901610,jpg,e64ce1df-4b92-4331-93c1-9b6a29da6bda,train
333154,508262,JPG,721a4137-a2fd-438b-a5b6-47eb5876a902,train
738294,20881796,jpg,c74abe00-f82e-4b04-b386-203693e87886,val
1394749,279458100,jpg,cc8f2389-5adb-4240-9cce-07c52db396e1,test
476076,64753067,jpg,91c370de-bd9d-4a05-82e5-946048763535,test
94974,1597242,JPG,9ac57c74-8b0c-402a-a336-d72e6ce63256,train
714432,19041694,jpeg,97e295d7-5cc4-4fbb-ae6c-a53c8a77979d,train
1454169,109531218,jpg,00187b93-f7e6-429a-8a74-5b20a14546cd,train
214908,435250,jpg,41c3d088-3d1e-4d79-bfd9-3c612e775735,train
214958,1714100,jpg,e29fd0e5-dfd1-4004-bb22-9d010b0cc87d,train
130034,271185,jpg,b2dac19c-31cb-4262-88d0-53a271a37d3f,train
360836,953262,jpg,05936f76-98fe-4037-800b-ae7915095f13,train
533441,6358966,jpg,354fbe39-f43d-4925-85f9-912f0e3e9901,train
1071237,9866574,jpg,5a72dd2c-7950-41a6-b340-45f7c6a2c8ee,train
498476,277822128,jpeg,2f7cb638-7de5-4169-87fb-b6a0c16d8e04,test
56096,10531,jpg,4d06a7b4-ee26-41ac-884e-3f72a6317c1f,train
577756,11857189,jpeg,6d0c31ab-960a-498d-bd8a-32b1fa0efe8a,train
215232,328887,jpg,2008e4d3-b9ba-4ac6-a399-e5e88787a8a0,train
856422,121959719,jpeg,649beb97-373c-4f58-95da-0e3f4de03b1d,train
133831,250695,jpg,e95aacb2-a4d8-449e-94e6-4cabcb3a46fc,val
856298,79991770,jpg,4848238d-ffac-41c0-bf7b-1920cb09e9f9,train
319549,22506738,jpeg,b4396e58-2690-4e90-a975-696407601608,train
653247,86893870,jpeg,e709fa19-a32a-4eec-8c52-59bbbbbf839f,train
121237,5433925,jpeg,8063f890-740a-41dd-9227-33e49f2b2d5d,test
627633,58574159,jpeg,310cfb58-940b-450e-8a41-6a2a643a3dfa,test
51557,26517,JPG,49cfd5b6-b26c-4a4f-81ef-77561b5806ca,train
430143,5930585,jpeg,8309bc35-a26a-482c-ab47-15007423aa6c,train
203468,27045658,jpeg,6e9ddf0a-fffa-4572-a0e4-c96d06dedf5e,train
358395,909701,jpg,e15e4dd0-9b25-4d57-a7ce-253959bb0208,train
625715,66852121,jpeg,9fcf2e52-826c-432a-98dc-64efdb81849e,train
386771,8387241,jpeg,fd87f366-3676-4dd2-9bef-044a5accd113,val
466370,47849159,jpg,8cb229f5-c275-499a-b834-3da0d20ee10d,train
1199836,258827103,jpeg,2730702d-6f39-4fca-9796-cd3ac5e92f5e,test
264880,9263187,jpg,773f9255-2a5a-46e1-9af2-cafd7c9981b0,train
1389676,194293601,jpeg,4b0bdaac-96fe-4546-aa78-dc7d6afe505a,test
215401,8443780,jpg,37460d94-126e-4bd2-b3d2-af06a3896741,test
856252,8447411,jpg,caccbcbf-e1c6-40da-88c4-d7ec6e1fb9f3,train
510331,111657628,jpg,032d8d0a-6afa-4512-b801-ee05782b2c6d,test
988390,69318857,jpg,10d0889b-9a7b-474f-95cd-4a0958a86fb1,test
207526,2197874,jpg,848b97b9-c7f6-4d8c-a089-69ed65fe00d6,train
127312,327684,jpg,a7f6ac58-589b-407d-9413-82b5c9e64c47,train
130843,1877491,jpg,c6f73bed-cb64-4c5f-a1af-9df620703342,test
1362572,248975322,jpg,35dac259-24bb-4768-aa3f-dafab8aab9fc,train
546137,71486558,jpg,7b91240e-9c9f-4a16-9010-c8fb55182290,val
494327,55905496,jpeg,15c1a888-50a0-4149-b354-19ce4b4038ea,train
1138568,91341470,jpeg,738e3e25-2ffe-480d-9eb9-5939d4e44807,val
325773,454704,jpg,64da58a3-5359-4be1-a3fe-6711b8beeba1,train
919441,44250953,jpg,d890a4fb-c846-4411-bed2-3767fc345ed7,train
1089288,200436948,jpg,933f60b1-ebdb-4369-9b85-9c77a8f7d879,train
51824,83029,jpg,6d308475-a0ee-4b5f-828b-afcf2ab0b7cc,train
655057,102526649,jpg,bafff1b0-8175-4c2e-95a5-79fe292763ae,train
1200277,200451081,jpeg,af0c5170-0456-4927-9942-1abb6d91e726,test
326890,3304829,JPG,625d7b9c-fab6-4395-a4ee-a54128b64777,train
1469410,280045205,jpg,90901190-d9d5-45f7-8b76-6c0f6e45fe76,train
495426,265326176,jpeg,df8bf2df-7578-4228-8e92-54311790d334,test
336708,790842,JPG,93bfe008-b0e2-4111-8906-537a66fe79cf,train
56552,346068,jpg,44464b61-dff7-4326-aedb-7dc53b892689,val
205221,252924,jpg,5ecacb09-6845-4886-a8ad-a00ef64b827a,train
943533,129866150,jpeg,8e839be0-a5d4-4716-b6c1-b0f5bbef89a7,train
362433,991785,jpg,6f898192-b0a6-4b09-a56f-cd8f0075a563,train
783806,233772495,jpeg,2cc48ddc-0279-450e-ac51-e2e54f001a76,train
626816,1086640,JPG,9f169800-7cc7-40dd-8119-3f87f0cdb823,train
299284,102296410,jpg,de119ee3-e74b-45c7-b2e1-da7628e53b9c,train
887462,94059147,jpg,9656adc9-9b84-4218-a7fb-85b5f41584e6,train
424347,226224308,jpg,ac7cfc7e-8b35-414f-a0ae-6d691295ea32,train
